RegionID,RegionName,StateName,31/01/2000,29/02/2000,31/03/2000,30/04/2000,31/05/2000,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023
67272,22476,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120192.09,120328.23,120377.05,119035.38,116216.42,112789.31,110861.29,110521.85,110731.82,110951.15,110958.18,111156.67,111541.89,112133.22,112831.23,113227.89,113406.64,113773.06,114098.83,114568.43,114475.95,114875.51,115342.68,116116.38,116933.46,117926.73,119039.31,120245.72,121294.43,122264.63,122741.86,123127.46,123133.32,123019.42,122627.22,121652.9,120317.09,118959.1,118142.45,117585.41,117302.74,117531.35,118419.55,119594.35,120479.61,121279.15,121834.53,122579.88,123676.92,125136.52,126652.77,128310.85,129425.35,130438.43,130327.86,130132.3,129916.3,129990.93,129943.89,129436.21,129114.44,129353.41,130357.34,131179.31,132194.72,132846.84,133709.24,134508.53,135752.53,136895.0,137821.37,138787.69,139551.29,140330.75,140069.09,139747.55,139324.26,139597.8,139947.25,140760.51,141711.0,142881.77,143601.94,144074.0,144839.03,145986.29,147856.16,150300.69,154016.51,158497.4,162579.16,165609.76,168018.43,170876.88,174519.41,178522.01,182101.74,184182.6,184975.9,185347.09,186931.78,189191.09,192947.34,196129.87,199428.65,201762.75,204417.6,207424.21,209786.2,210785.51,209726.36,209519.55,209096.06,208714.36,207055.45,206308.22,206581.48,207610.7,208571.68,210265.98,211976.69,213495.49,214637.27,214726.99,214837.4,214547.15
87729,67737,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70179.39,70572.37,70514.63,70752.91,70962.91,70871.09,70156.53,69076.63,68367.79,67903.26,67431.89,67276.56,67840.56,68458.99,69025.49,69055.25,68832.63,68667.86,68450.91,68493.16,68308.09,67996.98,67652.72,67421.43,67509.46,68328.92,69622.12,70592.43,70691.56,70597.27,70974.36,72083.88,73003.01,74140.49,75158.77,75873.37,76335.17,76935.03,77852.07,78615.54,79317.82,79640.79,80352.76,80589.18,81579.58,82779.5,84381.55,85870.89,87969.47,90793.3,93717.2,95308.82,96520.25,97829.96,99908.31,100910.46,100738.59,99658.43,99162.17,99050.56,99322.62,99860.65,100841.12,102350.77,103869.21,105236.24,105782.83,105809.44,106712.63,108811.49,111610.9,114196.88,116284.16,117956.39,118887.81,119745.62,120601.97,120825.46,119799.24,118336.01,117721.9,117637.44,117438.61,116176.17,114451.21,113261.33,113265.61,113979.32,114714.73,114993.05,114962.8,114685.09,114688.82,115112.16,115199.59
98204,95443,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147321.1,146757.38,145789.65,143237.54,143560.96,143672.39,145064.96,143692.51,142137.46,140408.61,138744.93,138728.76,138697.36,138232.77,136283.59,134405.07,132290.26,130213.39,127702.99,125062.21,122024.99,119147.4,116432.32,114415.94,112370.51,110986.58,109865.88,108836.29,107334.09,106380.11,105633.52,105282.56,105011.39,105318.23,105968.63,106261.7,106103.12,105752.52,105313.35,104623.14,103488.12,102572.62,102044.46,102172.56,102389.63,102581.32,102608.83,102364.51,101998.53,101323.77,100474.5,99265.35,98028.44,97110.68,96478.73,95962.46,96614.83,97957.19,99601.63,100009.57,99805.53,100118.23,101139.78,102288.64,102193.65,101494.1,102234.26,105143.96,109296.49,113949.36,118640.39,123301.9,126565.06,128576.77,130239.67,132503.99,134568.31,134691.69,134450.44,134780.68,136933.91,138515.05,139472.64,140406.28,142177.35,144868.39,147930.62,150607.41,152039.82,152352.24,152487.76,153293.94,155280.63,157193.68,158725.8,158991.19,158738.98,159152.57,160264.78,161628.45,162381.97,162131.37,162061.99,162848.95,165553.59,168701.38,171634.06,174214.85,176330.51,178153.48,179193.63,179927.71,180527.39,181076.28,182654.26,184931.44,188213.21,191467.25,194389.43,196170.79,197313.48,198558.02,199996.6,201411.46,202546.97,203068.36,204386.41,206557.44,208863.35,210129.94,210246.39,211445.73,212795.35,214023.13,214826.92,215576.5,216777.75,217417.6,217658.81,217262.74,216718.28,215888.26,216009.99,217839.5,221273.88,224483.61,226001.1,226675.21,226941.08,227106.08,227171.4,226709.32,226291.96,225853.79,225936.36,227517.42,230570.06,234822.67,238206.1,239503.63,239056.84,239103.7,240120.28,241950.15,244553.16,247384.06,250761.37,253361.68,256691.26,261226.92,266668.4,272341.46,277138.23,282387.98,286802.46,290490.01,291110.42,291775.36,291944.28,293793.83,294344.54,295811.47,296989.22,300402.58,302683.59,302469.66,298909.96,294436.65,290757.76,287603.43,284594.39,281761.82,278761.37,276489.14,275698.09,276013.42,276447.24,275641.31,274109.45,272298.2,270423.05,268247.59,265546.13
63333,13846,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216878.72
78793,47857,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49297.29,49698.81,49948.91,50181.99,50287.25,50520.77,51249.68,52008.68,52616.78,52672.85,52520.4,52266.34,52482.02,52966.32,53370.38,53515.98,53272.84,53189.05,53506.89,54224.85,55013.41,55406.61,55682.09,55866.2,56067.41,56315.35,56697.53,57239.56,57819.25,58519.9,59125.67,59540.31,59795.74,59917.25,60056.2,60393.07,61107.86,61685.3,61835.31,61819.44,61821.66,61876.56,61554.5,61310.31,61088.68,61317.32,61940.69,62768.81,63412.24,63373.51,62983.74,62738.73,62815.83,63115.02,63252.94,63401.95,63568.1,63486.3,63450.33,63318.39,63664.36,64079.63,65182.92,66559.55,68254.17,69353.77,70106.66,70594.75,71273.52,71397.28,70955.44,69931.13,69302.69,69116.56,70320.43,72034.37,73963.83,74774.61,75257.25,75572.84,76140.48,76818.27,77944.36,78990.59,79711.89,79984.59,80238.98,81163.03,82266.67,82970.7,83121.27,83391.48,84833.64,86767.91,88934.62,90587.63,92069.89,93250.95,94534.86,95495.44,96590.0,97801.67,98276.13,97839.19,96699.26,96380.13,96652.36,96897.99,98185.33,100357.48,103059.75,105096.12,107073.36,109879.55,112633.91,114498.06,115282.8,115431.43,115060.45,114332.26,114012.72,114799.22,116259.74,118385.54,120173.65,121962.96,123026.63,123689.53,123454.6,122588.69,121173.54,119680.7
62785,12841,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325961.65,327668.97,328153.55,329471.84,329916.78,331426.38,334290.14,336801.33,338293.07,339530.98,340322.38,340601.5,340246.36,340567.19,339043.21,337127.84,336637.05,339590.58,343829.78,346335.12,349107.69,352863.45,357585.07,360038.38,360737.34,359381.62,358059.5,355488.22,356219.62,358420.75,361438.6,362033.19,360488.61,357611.23,354398.83,351959.17,350567.26,350365.32,350477.63,350786.63,352261.34,354997.74,357326.81,358195.88,358625.01,359323.92,361587.15,364546.52,368695.02,372205.66,373836.17,374179.06,373651.5,373646.08,373957.6,374161.85,375181.41,377218.73,380549.38,383814.8,387476.96,390943.05,393716.84,395968.09,399819.89,404606.91,408087.99,410158.99,412185.13,414064.11,414333.75,413304.83,412985.59,412640.44,413672.93,416228.02,420684.21,422601.3,421858.24,419878.49,418924.05,419222.39,419807.84,421242.81,422801.38,424545.53,425972.1,426816.6,427818.61,429464.86,431509.9,431478.41,431921.69,433308.69,436226.0,437185.9,438620.18,441073.73,444693.08,447903.52,450032.75,453086.08,454743.47,457017.98,462258.71,470012.89,478039.78,485479.37,492531.49,502089.9,510518.33,520332.21,535613.64,554456.84,573690.08,587161.11,596767.82,605090.5,611519.58,617623.77,623031.06,627222.03,631319.26,636226.79,643415.08,652124.51,656925.67,658076.12,656267.0,658151.92,661577.31,662992.18,661996.42,663411.76,672817.14,687184.49,703985.11,717133.68,728961.35,735663.22,743240.52,750071.41,762195.96,770907.65
60022,5776,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346169.48
87980,68406,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70319.37,70646.67,70840.6,71334.82,71575.99,71976.31,72219.91,72457.16,72454.92,72538.74,72694.95,72994.86,73058.78,73188.16,73202.29,73352.47,73315.84,73234.5,73530.24,73837.4,74178.62,74187.71,74200.56,74372.15,74274.03,73978.64,74001.93,74514.61,74954.15,74900.54,74977.73,75728.86,76898.67,78072.56,79340.74,80695.72,81549.59,81869.13,81818.03,82238.44,83391.07,84604.98,86071.47,86746.02,87060.95,86418.13,85979.62,85710.46,85911.32,86270.7,86842.16,87972.41,88889.44,89536.72,89990.13,90906.52,92504.65,93906.19,95348.0,97442.97,100592.77,103989.86,106749.45,108674.55,109876.3,110913.74,111035.09,110576.85,109310.45,108534.09,108512.2,108814.16,109724.98,111628.44,114328.88,116815.35,118516.63,120219.09,121202.68,121828.9,121765.77,121867.28,122087.03,122429.09,122589.82,122664.89,122619.38,123076.07,124028.56,125091.09,125662.41,125472.42,125018.49,124768.37,125056.04,125457.94
62815,12874,NY,,,,,,,,,,217244.79,218708.23,219130.74,220957.51,222415.31,224444.2,226007.61,227535.5,229288.67,231130.99,233385.01,235594.51,238577.31,240885.51,243761.2,245977.59,248447.37,250085.25,251712.18,253317.57,255417.6,257993.32,260754.72,264323.18,267449.7,270686.44,273207.98,275655.76,276756.29,278345.97,281467.52,285390.84,288406.86,288964.92,291776.63,295162.97,302917.47,308880.02,314654.61,317867.68,313657.11,308120.22,301390.4,301602.63,306621.96,311877.61,318695.62,321297.23,325462.34,327930.62,332601.67,336494.35,340864.29,342808.05,344579.79,347001.29,351031.73,355586.27,361818.33,369615.13,378182.49,389181.72,398000.85,406150.0,412095.75,418453.31,425566.59,431193.97,440468.04,449572.08,460728.25,469773.59,479362.53,488152.63,496761.17,503142.12,508939.73,510323.12,510070.1,509456.04,511867.93,517061.73,522768.63,528381.37,533488.17,535628.97,535696.37,536084.14,537742.91,540169.37,539495.98,538070.83,535191.87,532622.17,528922.4,526556.28,521594.79,515873.2,509499.54,506848.5,506577.64,506620.07,505996.31,504565.23,501863.03,499207.14,495404.72,495367.13,496471.21,499166.81,499785.8,499605.16,499711.12,500366.61,501348.22,502093.95,502221.07,503519.43,503820.6,503196.38,502564.63,503169.83,504351.21,503786.14,503717.85,503985.16,504983.51,505632.5,505597.86,506083.15,505939.84,507588.5,507853.61,507880.88,506687.85,506280.86,506918.43,508983.05,510386.12,511064.79,510847.99,510657.41,511197.62,513317.62,514454.16,514975.8,516153.03,519204.16,520949.68,519573.75,518458.12,519971.38,522017.79,523652.07,523236.94,523458.08,523363.77,524104.95,525891.27,527838.67,529061.83,529727.31,530542.49,533016.77,534815.81,536350.27,535209.54,533342.12,529706.23,526660.75,524282.17,524917.91,527850.33,533088.34,537910.2,539929.39,538860.06,537553.98,538446.36,540726.07,542455.0,544604.28,548294.29,552715.72,555511.7,555888.04,554708.65,553025.69,551820.36,551837.21,552698.02,552511.31,552573.08,555473.4,560222.4,564691.19,566137.7,566462.39,567899.18,571621.18,576498.55,581502.96,586558.44,590248.09,591858.07,591734.62,590552.89,589754.95,588873.36,591167.69,594649.3,599207.21,600780.37,602759.49,604695.1,607929.93,608261.23,605540.04,602792.47,600920.87,599650.73,597287.61,594649.01,593555.98,594125.43,596353.16,597711.66,598337.6,600363.38,603995.89,606082.97,607888.5,610471.55,614996.0,615223.51,611838.3,605603.53,602416.03,606142.89,615989.23,627240.64,637162.86,649113.64,664663.96,682912.3,700007.09,718682.95,742247.96,764596.13,782611.39,793525.46,805311.44,818472.53,831554.38,839206.01,844309.35,849470.02,862943.63,879654.11,893520.28,901019.9,902937.2,899461.61,895688.67,894088.19,896554.33,902046.03,908861.07,918170.37,925949.46,940861.92,964314.36,988363.17,1001845.34,1001990.22,1002308.94,1002137.51,1002043.34,995419.58
59874,5362,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329082.45,327931.46
94377,84006,UT,,,,,,,150287.22,149980.5,149512.46,148704.69,147977.87,148174.76,148834.48,149656.68,149668.24,149701.47,150377.23,151754.33,151653.58,150387.67,148295.51,147615.94,148215.45,149624.69,150714.11,151155.15,150644.41,150103.24,148956.88,147842.01,146379.5,145950.99,146144.89,145852.68,145015.22,142506.01,140973.44,139382.36,139796.23,141470.86,143653.88,146022.5,147193.06,145606.95,142506.44,139774.45,139966.54,141742.04,142663.41,143452.92,143502.38,143621.93,142955.69,142033.36,141729.04,141825.33,142395.54,143042.3,142977.75,142524.49,141560.43,141502.35,141520.42,142041.44,142431.83,143128.98,143265.29,143288.24,143332.46,143564.95,145499.51,147620.24,150027.61,151340.84,152766.09,153804.68,155059.43,157600.52,162172.64,166905.48,170195.32,170916.51,170377.4,171868.41,175682.48,180732.28,184902.0,187209.99,188357.24,188783.31,190466.97,192142.86,193125.23,194150.52,194958.45,194957.06,193356.03,191633.57,189837.9,188786.3,188285.89,188043.53,187209.17,189271.83,192060.95,195821.88,196912.35,196145.76,192544.97,187242.22,183109.7,181203.23,180562.84,180017.98,179515.55,178056.65,177381.25,176550.81,175578.38,174404.66,173535.0,172967.44,169798.06,165932.98,162031.05,159624.86,157582.68,156096.02,154876.76,153187.45,151658.33,151032.79,150236.63,149046.72,147174.54,145613.09,144361.01,143083.41,141132.82,138551.74,136041.96,134244.13,133118.27,131679.83,130028.65,128883.89,129125.76,130487.13,131925.05,132930.0,133952.16,134562.13,135677.3,137241.59,139437.84,141653.82,143323.16,144696.02,145899.07,147178.84,149039.53,151204.87,153769.92,155377.84,156143.43,155953.46,155513.21,155236.88,155607.34,156781.78,157730.29,157767.4,157422.92,156870.05,156972.88,156843.44,157330.77,157636.95,158388.95,159195.08,160172.86,161467.75,162566.04,163643.15,164067.17,164559.91,165707.03,167411.8,169567.52,171367.9,173030.02,174851.76,177146.06,179839.76,182026.99,183377.4,184544.57,186102.49,188212.75,189530.24,189791.7,189057.12,188733.01,188848.98,189909.35,191672.72,194563.28,197474.16,200036.36,202073.69,203605.37,205388.64,206978.77,208548.58,209613.35,211072.21,213233.31,216270.86,219534.43,221938.61,223762.8,224758.74,226525.84,228216.39,229974.6,230981.8,231646.82,232160.55,233497.6,235369.92,237338.23,238708.51,239437.57,239731.08,240496.78,241969.85,243976.95,245554.5,247152.41,249394.59,252776.28,256655.74,260876.76,264322.23,266268.33,266851.84,267547.36,270175.52,274691.25,280152.18,285626.97,290777.95,295937.12,302009.74,309345.57,316902.85,324046.2,330009.17,335096.06,338849.57,340945.42,342138.28,343702.59,346753.05,352617.31,360666.84,370725.27,380106.64,386509.17,388903.42,387367.66,384103.88,380464.57,378063.03,376130.09,373886.32,372478.19,371579.86,372096.6,372516.61,373733.34,376175.04,379202.09,382696.46,385252.39,388325.09,390007.3,390037.31
80622,51056,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142562.42,142555.99,142652.47,142989.64,143915.2,145275.71,145518.34,144592.49,143090.42,141962.02,140927.17,139504.97,138147.81,138053.05,139276.62,141645.71,143862.69,145468.99,146585.84,147163.11,147781.01,148386.07,148765.55
80443,50576,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135449.94
99745,98358,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413640.76,415733.37,418360.26,423133.61,428430.97,432657.84,436823.95,439436.06,442640.26,445164.91,449035.69,451869.35,454424.02,454392.05,453573.99,454292.41,455562.94,458056.29,458918.8,460224.93,460058.27,460091.2,461314.03,461983.86,462109.7,461030.53,459762.0,458671.16,455444.51,452168.03,450007.35,449759.96,450447.96,449255.74,448213.43,446203.33,443739.81,441122.55,443116.3,443882.26,443949.47,439092.22,434410.83,429535.69,425301.67,422274.72,420160.44,418169.41,416244.84,414199.75,412711.86,412610.05,412013.79,410729.89,406713.49,402541.9,397641.08,394871.72,391995.53,390425.84,387890.97,386478.59,381052.85,374367.77,366247.77,362099.79,359649.41,357867.87,356568.04,355882.73,357116.52,358986.82,360363.15,358686.56,355487.79,351603.86,347586.95,343961.93,341291.6,340018.4,339936.25,340399.7,342545.31,344719.02,347243.89,349287.07,350704.31,353339.78,356124.33,360479.2,363196.3,365291.91,366039.22,366688.84,367822.3,369572.02,372507.42,374985.43,376772.52,377553.82,378081.42,378318.43,378605.33,380268.61,382712.41,384550.88,385896.23,388461.7,392837.22,397466.05,399812.18,400974.07,401666.67,403355.33,406302.18,408705.98,410511.24,409613.58,406852.73,404252.78,403490.61,404814.25,407330.21,409703.42,412853.54,415331.18,417841.81,419906.73,422264.86,424556.05,428192.05,433440.96,439638.76,446015.2,451767.46,455768.28,459187.98,461643.33,464687.78,468124.65,471376.83,474151.09,475896.08,477867.89,481164.32,484421.31,488951.42,493222.92,497686.66,501960.43,506062.08,509925.93,511046.63,510210.99,508635.27,507410.27,507508.68,507269.96,508441.09,511584.82,516448.89,521772.82,524270.62,525728.79,526453.62,530485.26,535781.9,541130.55,545637.97,549727.09,555606.78,562583.99,573676.98,587550.65,604846.21,622087.12,638052.3,654027.38,669651.41,686475.52,706065.88,725662.38,746168.62,758388.55,769751.04,777464.1,787842.37,796130.37,810097.74,827982.27,851631.53,875114.71,894533.09,905914.93,904526.4,893975.77,881228.94,870603.94,863790.8,855040.0,842137.24,833016.39,826630.12,826258.29,826711.15,828658.25,829687.6,824941.11,817397.37,810696.61,807474.41,805933.38
92603,78672,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100813.0,99799.76,99802.53,99351.67,99269.53,98556.84,98038.89,97920.8,98254.95,98909.94,99398.45,99380.93,99035.96,97948.77,97262.88,96553.99,96492.41,96337.75,96144.97,96101.26,96271.36,96474.09,96478.87,96051.38,95456.07,94741.89,94421.63,94218.21,94249.83,94381.06,94810.47,95620.17,96416.59,97282.82,97941.62,98451.59,98551.74,98721.9,98982.64,99043.54,98541.92,97629.29,96667.11,95767.14,95133.77,95343.24,96011.14,96959.67,97553.9,98377.29,99617.66,100824.58,101607.49,101683.9,101226.82,100407.55,99630.13,99809.42,100502.22,101151.54,101227.73,101532.8,101603.17,101983.09,101834.75,101746.95,101470.0,101428.13,101857.09,103047.68,104852.78,106573.12,107766.3,108336.05,108636.48,108408.97,108293.72,108416.29,109231.18,109884.33,110658.36,111333.47,112045.85,112021.82,111573.46,111259.57,111472.43,111742.43,111671.8,111457.6,111499.56,112015.37,112777.38,113374.95,114090.41,114865.28,115693.23,116299.18,116800.46,117642.57,119192.57,120626.03,121598.47,122126.3,122841.29,123855.95,124887.17,126433.66,128089.96,129366.06,130603.99,131898.48,133198.84,134100.52,134633.91,135556.75,136177.23,135980.02,134875.71,133751.29,133343.66,133565.64,134031.09,134585.62,135239.83,136173.0,137744.69,139346.16,140861.52,141223.5,141688.34,142358.95,143609.45,144672.74,145477.02,146823.87,148731.7,151166.48,154100.27,157568.76,161464.55,164878.92,168134.11,172276.36,176422.38,181742.73,186818.46,192756.43,197236.16,200792.0,203586.82,208065.09,212594.08,219149.47,226224.95,233689.2,241200.79,247972.47,254382.08,256686.35,255469.75,252223.03,250432.45,247718.18,245306.63,241090.83,237740.49,234877.84,235022.8,237455.52,240495.17,242582.76,244411.73,245046.1,244451.26,242887.54,241191.2
66657,20838,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658462.88,660545.69,663713.57,668968.43,673860.85,672776.54,666101.28,656207.53,649515.72,645936.92,644425.47,643201.66,643507.43,645237.16,648806.13,655069.15,662267.76,669173.55,673780.77,676000.71,675705.14,674033.41,671157.32
