RegionID,RegionName,StateName,31/01/2000,29/02/2000,31/03/2000,30/04/2000,31/05/2000,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023
80856,52158,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72132.04,72240.69,72439.6,72949.22,73981.63,75248.47,76712.86,77664.55,78043.79,77699.24,77267.52,76877.66,76521.75,75906.14,75470.22,75390.46,75685.15,76145.02,76496.08,76681.64,76578.26,76587.64,76595.27,76976.29,77494.87,77957.7,77796.85,77372.48,77281.72,77420.67,77217.04,76467.57,75680.59,75388.4,75386.71,75531.14,75408.8,75204.72,74814.21,74499.25,74397.36,74613.16,75097.31,75471.78,75768.71,76122.59,76605.23,76866.21,77066.81,77031.92,77450.59,78134.83,78807.51,79141.02,79507.42,80240.53,81654.51,82957.39,85261.51,87958.15,90529.99,92054.94,93022.34,94286.33,95316.12,96007.04,96039.59,96177.54,96674.48,97733.85,99955.32,102274.6,104777.06,106004.67,106930.64,108091.76,109551.1,110294.05,109446.6,108642.4,109304.68,112100.06,114615.05,116162.21,117276.58,118708.92,119488.36,118609.58,117418.67,116750.74,117347.93,118202.96,119256.06,120214.28,121283.96,122247.73,122756.34,123304.87,124179.14,125277.82,126681.61,128624.52,130644.35,131974.53,132129.87,131937.35,131218.73,130035.54,128337.52,127557.62,128141.91,129062.71,129864.83,130405.53,131293.54,132166.56,132619.16,132833.84,132590.79,131936.55
84081,59477,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149268.61,149713.53,149881.14,150426.86,150960.89,151723.14,152061.73,152157.69,152164.1,152569.57,153629.45,154642.93,155884.26,157336.24,159443.7,161942.7,163973.82,165717.66,166888.58,167707.04,168290.3,168753.47,169146.94,169300.71,169372.3,169372.04,169874.11,170903.57,172453.84,173943.45,175041.88,175963.5,176342.19,176465.44,176370.08,176721.94,177106.93,176888.33,176172.29,175476.21,175074.32,175276.89,175849.53,176872.49,177653.02,178075.41,178761.66,179485.7,180485.68,180698.03,180534.93,179841.81,179796.38,180000.44,180588.05,181012.59,181514.27,182056.75,183171.34,184688.06,186785.88,188378.33,189457.23,189746.13,189841.78,190629.72,192139.74,194380.93,196031.83,196709.84,196311.71,196344.1,197651.81,200348.22,202971.8,205945.18,208731.02,212265.82,216042.32,220920.12,226240.13,231936.18,237786.35,243710.84,249469.95,254005.04,257652.63,261460.69,265462.61,270870.46,276211.29,281868.33,287753.84,293851.11,299772.51,302974.6,303235.31,301589.36,300214.64,298706.67,295609.79,291178.43,287481.16,287880.54,291793.39,297765.04,303115.45,306472.48,308603.76,309503.99,310832.83,311619.79,312017.4
71503,31318,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161349.41,160527.43,161069.92,161472.6,162792.93,163240.38,163532.06,163202.82,162485.14,161421.19,160280.33,158946.9,157947.6,158520.47,161308.24,164991.79,168559.48,172343.29,176632.02,180494.32,183153.29,185091.49,186876.57
80193,50163,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72657.25,72897.34,73215.27,74133.36,75345.87,76412.76,77205.49,77795.92,78493.83,79145.32,79716.29,79802.32,80169.72,80909.94,82245.34,83460.42,84564.11,85695.35,87550.03,90077.57,93073.36,95369.75,96988.77,98004.44,99208.73,100508.99,101409.89,101628.66,101086.11,100055.57,99053.98,98647.5,99393.41,100143.95,100748.84,101658.12,103126.99,105363.77,107822.36,110304.33,112207.57,113111.94,113449.66,113571.93,113791.69,113944.99,113635.49,113190.83,112795.26,112978.18,114017.77,115159.57,115529.45,114699.29,113581.57,112914.36,112817.51,112958.85,112839.24
63743,14808,NY,35679.08,35981.47,36158.74,36683.16,37014.86,37297.68,37641.55,37976.51,37512.07,36538.98,35242.31,34814.04,34769.56,35051.88,35445.56,35621.4,36266.19,37093.5,38016.98,38860.2,39774.07,40728.3,41579.71,42560.85,43798.08,45237.13,45682.63,45802.21,44935.65,44129.61,43001.32,42215.39,41356.37,41286.19,41111.26,41305.08,41206.86,41262.95,41917.67,43156.99,44640.03,45376.9,45251.61,45286.0,45814.75,46286.39,46362.04,46497.02,47366.69,48011.15,48312.39,48004.6,48086.87,48139.35,48180.82,48391.2,48880.61,49237.39,49325.81,48999.44,48980.94,48888.04,48906.48,48868.39,49021.78,49313.15,49467.37,49784.81,50297.11,50698.26,51084.63,51413.69,51743.63,52456.74,53170.69,54306.45,55002.21,55069.94,54175.29,53049.29,52879.05,53316.29,53884.46,53795.54,53756.22,53831.33,53854.14,53964.51,54016.71,54300.66,54530.54,54919.38,55701.16,56008.19,55818.73,55041.07,54930.83,55204.93,56416.9,57484.11,58370.33,58712.84,58676.55,58534.05,58039.98,57567.01,57122.14,56945.0,57176.04,57530.79,57587.85,57331.83,56530.96,54840.12,53140.99,51834.49,51671.84,51918.36,52491.53,52852.22,53103.61,53072.27,53067.35,52909.44,52829.9,52986.68,53402.53,53925.91,54127.78,53815.35,53286.71,52702.41,52454.9,52301.8,52056.64,51518.72,50948.37,50577.66,50666.51,50834.91,51068.3,51169.64,51171.18,51070.94,50865.0,51025.66,50994.45,50637.81,49996.11,49635.29,49644.84,49679.86,49883.2,50330.41,50511.33,50385.35,50178.09,50438.06,50645.61,50618.4,50559.06,50819.85,50786.17,50454.93,49918.8,49714.88,49535.16,49418.16,49655.09,49946.97,49986.29,49763.97,49924.86,50521.9,51024.37,50698.75,50040.04,49111.68,48353.18,47587.92,46935.87,46464.32,46079.06,46014.21,46170.99,46511.9,46845.67,47023.57,47118.46,47015.85,46890.36,46756.35,46497.44,46217.4,45463.53,45093.08,44799.89,44861.67,44441.8,43972.21,43591.38,43704.82,43705.15,43526.05,43416.93,43505.09,43671.15,43540.54,43536.2,43841.0,44405.37,44779.48,45251.08,45662.85,46247.63,47036.86,48090.09,49318.71,50535.96,51557.91,52467.71,53161.59,54097.86,55027.33,55963.61,56357.82,56955.91,57264.43,57627.11,57530.81,57355.97,57162.62,57094.88,57196.65,57269.47,57389.53,57531.57,58003.13,58457.35,58771.18,58728.77,58691.25,58750.72,58997.77,58978.13,58726.14,58510.44,58674.1,59917.43,61733.22,63780.03,65116.01,66049.37,67179.1,68469.07,69651.92,70527.29,71559.57,72039.11,72108.62,71348.45,71433.66,71868.94,72626.43,73679.04,75106.26,76889.11,78111.47,79466.45,81624.19,83907.32,85505.5,86314.79,86971.05,87270.26,86748.97,85632.35,84433.96,83893.43,83819.28,84490.93,85275.69,86402.66,87278.14,88276.35,89007.41,89865.98,89753.38
77202,44490,OH,49493.62,49808.72,49794.28,50149.53,50245.72,50545.08,50650.65,50957.64,51240.1,51283.78,50832.52,50290.97,49789.16,49669.87,49462.88,49460.2,49455.24,49816.02,50054.81,50336.54,50565.21,51005.28,51618.55,51929.35,51990.08,51832.22,51930.47,52151.85,52414.1,52602.73,52813.9,52945.16,52723.03,52340.41,52069.47,52273.38,52563.21,52905.58,53034.72,53120.56,53157.03,53404.61,53879.28,54366.44,54644.75,54842.66,54834.07,54878.21,54749.85,54432.16,54090.41,53915.84,54086.48,54388.01,54470.74,54424.93,54264.1,54475.07,54900.42,55489.52,55768.87,55939.79,55871.58,55894.67,55827.99,55745.05,55855.21,56057.89,56151.66,55955.99,55909.09,56262.34,56714.02,56879.64,56726.65,56568.04,56780.71,57193.24,57714.3,58222.85,58663.29,59006.79,59165.37,59266.86,59374.34,59469.05,59535.95,59594.59,59576.19,59407.54,59049.79,58701.52,58597.68,58742.14,58976.57,59119.51,59141.01,58930.88,58803.4,58698.8,58841.34,58894.44,59136.21,59467.81,60063.42,60377.69,60324.19,60013.1,59624.28,59359.22,59199.07,59278.38,59155.02,59073.5,58835.75,58718.7,58564.96,58572.73,58463.03,58331.67,57803.93,57189.2,56252.38,55604.07,55194.93,55067.02,54843.72,54883.91,54803.15,54892.86,54636.67,54217.4,53740.52,53399.97,53402.29,53418.62,53378.28,53281.3,53223.8,53242.47,53237.84,53065.4,52783.22,52385.09,52159.47,52152.38,52196.41,51997.3,51579.47,50996.58,50466.92,49785.56,49500.09,49235.58,49087.27,48874.07,49244.29,49803.58,50513.57,51040.58,51697.07,52265.12,52445.5,52520.3,52455.23,52420.86,52139.87,51788.1,51795.55,52124.22,52662.8,53279.91,54074.39,54980.33,55939.19,56543.15,56767.45,56428.59,56142.47,55916.08,55735.05,55513.5,55251.05,55178.82,54904.33,54744.54,54513.21,54633.02,54944.35,55176.81,55068.28,54667.47,54487.97,54434.19,54396.52,54234.02,54166.62,54364.08,54573.63,54865.77,54853.42,55141.62,55764.5,56657.2,57340.3,57621.65,57635.78,57590.85,57558.53,57769.0,58177.16,58580.94,59285.37,60109.05,61062.08,61611.93,61907.77,62193.31,62628.15,63252.04,63842.66,64463.82,65099.43,65711.64,66141.92,66256.36,66507.91,66943.39,67386.06,67902.05,68575.63,69045.27,69030.31,68592.94,68356.58,68382.63,68508.6,68674.8,69004.82,69215.24,69263.9,69191.54,69320.79,69761.19,69819.72,69382.55,68881.33,68976.71,70373.85,72392.85,74689.73,76580.13,78063.74,79303.06,80275.18,81086.84,82231.67,83545.6,84167.17,83723.68,82636.73,82059.5,81986.75,82042.56,82983.64,84492.14,86293.74,87225.58,87694.75,88093.37,88366.25,87957.36,87131.97,86224.24,85310.59,83719.58,81835.64,80688.26,81285.82,82852.92,84352.0,85033.94,85592.86,86258.91,87200.42,88065.47,89038.83,89749.87
418163,89158,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429097.22,424416.51,421634.86,418444.94,420068.44,425668.32,431709.25,440648.65,451164.53,460407.48,467048.5,472926.16,478404.44,480746.51,478237.21,472037.22,463117.7,450919.49,438615.31,428265.76,423824.47,422241.82,420316.06,417168.48,413788.64,413252.91,412132.53,412262.32,412692.21,413707.37,415510.74,418637.0,423054.69,426679.2,427440.24,427646.94,427075.72,426235.34,421416.9,416132.55,411641.16,410231.49,410121.45,409684.12,409907.23,410224.86,410479.07,409951.79,408666.93,408087.68,407408.81,407417.56,407600.43,408852.07,408567.36,408017.76,407336.34,408635.45,409852.6,411315.36,413163.46,416660.54,419739.99,423734.82,427045.53,430465.51,434025.06,437394.76,440389.83,442126.65,444558.05,452151.48,461990.13,472011.24,478187.97,482806.88,490924.15,499186.65,503888.17,503435.44,503044.92,506737.15,510574.18,515097.1,514149.09,512224.06,511145.73,513633.86,516158.68,516655.54,517054.37,519618.59,520162.55,518728.57,516302.88,513198.49,513382.82,515463.19,520102.21,532102.2,538888.04,533811.74,513445.17,489814.85,471266.54,456777.75,447409.99,443126.87,439210.47,436604.58,435122.99,439679.87,445606.85,454154.99,460353.53,464464.39,467892.53,472335.66,479034.36,485160.47,490131.96,494143.4,499410.94,506797.38,515137.97,519076.21,519712.45,518326.42,516106.46,512561.3,508063.55,504017.62,499993.18,495501.97,491191.83,488015.66,488096.95,493673.59,502757.21,515405.44,527709.05,535832.15,539865.75,541671.66
69072,26574,WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54016.52,54401.48,54315.5,54530.82,54622.6,55048.02,55192.42,55159.8,55083.78,55271.82,55818.5,56089.04,56216.57,56318.69,56844.44,57304.53,57185.53,56596.56,56290.37,56819.46,58179.21,60057.52,61908.56,63663.89,65142.86,66560.59,67346.88,67569.2,67434.72,66401.53,65690.02,64836.78,65428.41,66310.06,67541.0,69042.48,70441.43,71810.32,72744.11,73500.38,74187.77,74335.88,73828.06,72805.39,71969.7,71402.4,71304.22,71133.7,70797.02,70179.01,69532.73,69586.64,69585.72,69882.02,70045.62,70553.69,70848.24,71325.72,71801.09
78791,47855,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53617.22,53791.39,54059.18,54522.34,54964.61,55145.5,55278.48,55493.88,56047.21,56560.68,56612.05,56036.21,55228.52,54498.96,54100.95,53708.1,53312.31,52538.68,52056.06,51953.17,52152.91,52086.44,51662.83,51207.9,51166.13,51379.67,51653.82,52105.51,52729.38,53363.32,54041.66,54431.24,54915.1,54831.08,54903.14,54965.98,55242.37,55450.32,55717.25,55864.39,55932.13,55396.47,55061.98,54467.92,54249.02,53734.07,53387.14,53189.13,53093.04,52903.95,52307.8,51586.18,51100.97,51034.71,50949.15,50727.17,50425.89,50293.58,50334.61,50683.29,51415.65,51989.9,52001.8,51390.91,50750.12,50092.46,49633.29,49217.68,49335.21,49510.27,49940.31,50025.43,50074.82,49965.95,50369.62,50969.78,51532.3,52016.4,52514.14,53420.28,54217.84,54683.39,54971.28,54934.74,55196.43,55681.15,56922.08,58298.63,59239.02,60056.65,60841.95,61731.9,62166.67,62374.6,62951.96,63333.5,63685.03,63563.17,63651.93,63943.58,64278.76,65112.59,65781.23,66724.92,67536.4,68089.69,68739.12,69197.88,69949.07,70101.4,70417.21,70817.12,71842.45,72753.4,72953.18,72341.15,71113.51,70704.04,70869.47,71422.96,72083.15,72787.57,73409.79,73950.6,74784.73,76014.04,77518.65,78642.24,79299.99,79188.34,78788.52,78007.86,77098.73,76112.44,75943.8,77259.62,78829.97,79438.31,78062.84,75624.9,73445.53,71983.79,71444.35,71648.56
94577,84518,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271433.17
77479,45160,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92563.64,92839.66,93021.83,93366.73,93823.98,94410.5,95289.42,95896.12,96185.9,96322.15,97003.31,97801.97,98699.62,99621.39,101372.59,103360.71,105184.53,106291.22,107023.06,107581.81,108507.86,109296.52,109886.93,109881.43,110066.57,110270.09,110822.02,111357.65,111644.85,111885.89,112320.14,113396.07,114447.64,115598.89,116679.71,118044.22,119384.22,120526.9,121343.2,121908.4,122611.01,123338.28,124162.35,125020.45,125643.18,126145.6,126699.68,127539.27,128492.54,129184.98,130104.08,130984.78,131912.43,132911.1,133946.69,135103.44,135982.76,136443.24,136850.03,137457.7,139010.84,141253.86,143896.06,146501.33,148687.52,150381.13,152106.21,153931.76,155998.52,157565.5,158861.48,158560.65,157789.8,156533.48,156653.53,157329.7,158031.48,159802.4,162746.67,166267.57,169031.91,170147.47,171225.37,171413.73,171128.31,170091.12,169560.25,169621.09,169621.68,168848.54,167897.01,168137.36,169803.02,172510.51,174420.7,175959.28,177098.69,178197.4,178598.26,178614.36,178468.42
70410,29333,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45109.21,45918.01,46391.86,47245.35,47858.07,48192.83,47829.78,47341.62,45920.52,45332.65,44564.54,44932.21,45629.22,46573.69,47062.72,47095.34,46789.77,46671.32,46774.04,47029.0,47649.22,47841.54,48069.74,47735.77,46882.3,45719.14,44873.0,44455.25,44335.03,44360.5,44841.77,45370.55,45500.78,44899.06,44281.92,44023.12,43979.04,43560.64,43004.83,42461.21,42420.39,42627.24,42673.71,42301.92,41405.97,40793.46,40664.76,41171.42,42237.51,43825.31,45310.77,45815.74,45771.15,45839.96,46791.58,47400.82,47711.7,47794.84,48206.84,48698.64,49332.84,49954.83,50496.46,50681.81,50452.38,50376.11,49946.34,49164.83,48213.52,47803.89,47449.83,46384.77,45051.9,44559.94,44950.68,45019.77,44249.45,43046.81,42293.21,42889.0,43827.17,44448.08,44201.56,43910.25,43704.8,43490.89,43248.99,42819.38,42784.72,42350.8,42630.94,42556.46,42553.51,41654.77,40767.89,39884.97,39510.02,38775.72,38181.61,37551.86,37278.37,37151.05,36990.52,36873.72,37676.71,39005.11,39805.79,39487.21,38907.3,38813.04,38882.74,38952.4,38899.23,38935.06,39144.01,39554.93,40134.44,40240.01,39935.68,39396.86,39107.45,38802.97,38473.67,38043.39,37599.11,37061.22,36662.4,36607.86,37101.85,37538.13,37897.8,37829.28,37640.24,37479.13,37463.4,38004.97,38670.86,39402.73,40208.2,41175.71,42226.5,42726.41,43007.8,43441.72,43897.85,44092.52,43777.77,43785.42,43576.43,43157.32,42491.57,42037.13,42131.22,42568.39,43313.59,43930.51,44221.2,44385.0,44644.33,44998.96,45446.21,45978.2,46543.05,47262.56,47585.89,47950.64,48610.36,49563.47,50571.15,50845.28,50988.27,51460.8,52188.75,53434.72,54427.25,55471.33,56002.7,56510.79,57153.91,58023.84,58670.98,59160.51,59599.94,60329.8,61062.69,61443.71,61404.68,61437.83,61574.34,62815.05,64763.33,67570.1,69560.57,71650.31,73342.0,74840.76,75399.16,75353.58,75452.07,75748.47,76287.68,76459.5,76908.85,77489.09,78410.44,78974.33,79134.04,79208.73,79405.4,80426.63,82085.81,84052.75,85582.01,86536.53,86773.86,86881.76,86766.65,87477.8,88931.14,90007.22,89721.08,87933.12,86627.56,86195.68,86505.35,87730.41,89722.99,92472.08,95185.05,97958.82,100812.29,103319.47,104838.43,105046.01,104452.01,104162.44,104419.59,104675.95,104121.41,103610.94,103734.54,104226.71,105075.22,105846.59,107576.47,109826.8,111714.08,113072.57,113694.64
63696,14736,NY,94965.3,95857.07,96403.13,97231.63,97624.21,98412.63,100562.28,103105.69,104695.84,102999.08,101295.75,100508.85,102063.65,103393.73,105015.44,105840.78,105896.8,105056.07,104371.12,103031.38,102461.06,102825.02,103949.55,103081.39,99652.4,96955.99,95469.71,96391.79,97328.17,98065.89,98025.92,98475.18,99169.09,100725.45,101465.95,102468.94,103967.81,105998.53,108568.69,110400.21,111562.93,113189.66,115213.3,116883.45,116685.93,117044.05,118703.96,120865.56,122890.99,124651.51,126597.3,127515.02,128164.61,128766.92,129482.26,130260.3,131101.09,132208.48,133281.34,134213.93,135055.8,136071.15,136798.27,137120.56,139093.22,141418.38,144854.44,147819.25,151139.75,153675.08,154571.51,153926.71,152093.85,149793.5,148828.55,148829.52,149697.01,151035.54,152344.6,153115.23,153399.94,155308.72,157338.4,161172.35,164213.36,167616.96,169219.43,169785.65,169989.41,169337.32,168836.87,168124.86,168689.63,169305.87,170377.84,171996.32,173781.01,174519.46,174280.13,173992.19,176016.03,176722.93,176631.49,176142.61,176817.49,177093.65,174049.12,170669.42,167610.27,164980.49,161860.37,158947.92,156678.76,154841.09,153300.43,152951.93,153129.93,153121.19,153226.0,153684.02,154582.74,155407.15,156084.42,156302.6,156112.3,158046.55,160545.75,164335.78,164297.1,163120.34,160722.56,159651.2,159109.28,158294.79,157354.73,157091.83,157302.41,158082.51,158288.84,157894.77,155483.9,153569.36,152195.7,152942.53,154712.06,157738.28,160911.69,163116.68,163843.93,164204.43,164529.68,164916.75,165809.01,166914.27,167936.96,167602.38,166281.85,165107.15,164032.16,163297.55,162534.45,162608.27,163591.52,164894.27,166489.83,167545.72,168279.16,167888.63,167560.63,167637.69,167739.14,167888.21,168145.22,168705.61,169080.07,168390.33,167910.86,166859.15,166724.24,165976.19,165450.41,165730.36,166241.73,167246.71,167257.83,167548.64,168003.67,168395.87,168525.16,168108.89,169356.74,171968.25,175484.75,177768.99,178450.19,178407.28,177861.47,177657.58,177427.51,176795.0,177088.43,177329.52,178349.97,178741.28,177958.9,175992.16,172809.69,170753.16,169782.15,169736.78,170024.45,170393.76,171196.78,172518.81,173828.12,174679.64,174938.93,175137.39,175401.11,175675.98,175717.6,175748.57,176695.81,178052.46,180088.03,180633.38,180781.03,179819.04,179495.56,179154.61,179982.04,180353.69,181124.59,181378.54,182587.31,184291.67,186571.01,188864.5,190521.06,191032.12,191002.74,190646.76,190745.72,191042.28,191847.19,193046.28,195186.9,198635.21,203822.56,209286.96,214808.27,219745.38,224092.6,227454.54,229765.56,232287.33,236345.6,241053.48,245786.7,250627.97,254818.32,257989.98,259280.34,260755.37,264425.85,268916.66,274226.37,279563.82,285366.8,291392.66,295540.56,297341.16,296947.75,295942.46,295334.84,294854.9,294829.83,294971.43,295955.38,297778.92,300470.5,303866.28,306295.62,307382.69,308544.32,310791.79,313362.29,314578.42
